Id,Start,Name,Impact,Currency
3d4dee61-8b5b-420b-8ae0-63c2a6a75de4,01/06/2020 10:00:00,Producer Price Index (YoY),LOW,EUR
2e95c00b-df82-4988-91f6-175dd770e92e,01/06/2020 13:30:00,Industrial Product Price (MoM),LOW,CAD
b24467de-b291-4f8c-9625-f56baaa797d6,01/06/2020 13:30:00,Raw Material Price Index,LOW,CAD
933b97b6-fe0e-4db1-8ed3-2fbe72ee052f,01/06/2020 14:45:00,S&P Global Composite PMI,MEDIUM,USD
4593c026-add2-407b-97e2-740a6b10262f,01/06/2020 14:45:00,S&P Global Services PMI,MEDIUM,USD
40f73036-0801-4827-a643-a45048d0bdf5,01/06/2020 16:30:00,3-Month Bill Auction,LOW,USD
af67f91a-f064-4842-b1a0-03a7b5817386,01/06/2020 16:30:00,6-Month Bill Auction,LOW,USD
bb61af48-26b7-468b-8d8e-9432fe33aed3,01/06/2020 20:30:00,CFTC Gold NC Net Positions,LOW,USD
eef09718-f1af-4efc-9c1c-88b58b57c300,01/06/2020 20:30:00,CFTC Oil NC Net Positions,LOW,USD
e50e04e9-3c49-4cd0-8987-a48c0c86b751,01/06/2020 20:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
ceeea73b-441b-42c4-9e0f-b833790b9728,01/06/2020 20:30:00,CFTC GBP NC Net Positions,LOW,GBP
1278d789-321a-40cb-b65e-8540940edc00,01/06/2020 20:30:00,CFTC JPY NC Net Positions,LOW,JPY
fd5dfee1-eade-477e-9387-4f1cfa2868dd,01/06/2020 20:30:00,CFTC EUR NC Net Positions,LOW,EUR
0d7e7947-1bf2-4be9-8ec1-8b9a69e7edaf,01/06/2020 20:30:00,CFTC AUD NC Net Positions,LOW,AUD
9932cfea-70c5-4f5e-b386-56b5cbbab17f,01/06/2020 23:50:00,Monetary Base (YoY),LOW,JPY
3916ccb4-a3fd-4aec-84f9-445ff6b8b4e5,01/07/2020 00:30:00,Jibun Bank Services PMI,LOW,JPY
48438b0b-e844-4628-a9b3-33bc79d69dab,01/07/2020 00:30:00,ANZ Job Advertisements,LOW,AUD
d40cbea8-17fa-4435-8f66-e4e2027e1a7e,01/07/2020 03:35:00,10-y Bond Auction,LOW,JPY
01f3b1e7-670a-4af6-8dbc-d2f1405a15e8,01/07/2020 07:30:00,Consumer Price Index (MoM),LOW,CHF
45da462b-269a-4bf4-987b-29c3cb7509ce,01/07/2020 07:30:00,Consumer Price Index (YoY),MEDIUM,CHF
30715624-3e42-4b36-a407-583e1e951d54,01/07/2020 08:00:00,Foreign Exchange Reserves (MoM),LOW,CNY
b80e0a36-952d-416a-b1a7-063d1fff26b1,01/07/2020 09:00:00,Public Deficit/GDP,LOW,EUR
a5571dff-70b5-4ff5-baac-f9d5dd712195,01/07/2020 10:00:00,Consumer Price Index (EU Norm) (MoM),LOW,EUR
8ad6055e-da88-47b1-ab35-1dacddb30b10,01/07/2020 10:00:00,Consumer Price Index (EU Norm) (YoY),LOW,EUR
cc9be314-e1cf-4943-835a-99a0a8193191,01/07/2020 10:00:00,Consumer Price Index (MoM),LOW,EUR
1c2e2aec-c641-402e-a649-88b03995b02a,01/07/2020 10:00:00,Consumer Price Index (YoY),LOW,EUR
2d6440df-69b8-4322-b175-002ae17088e3,01/07/2020 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
9671cb3a-f6d0-4192-a982-ac67e5c08304,01/07/2020 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
5eb66d16-fbc3-4da8-a1a6-66644afad192,01/07/2020 10:00:00,Retail Sales (MoM),LOW,EUR
ec98e77b-c1cf-44d9-a440-8688cabf62b2,01/07/2020 10:00:00,Retail Sales (YoY),MEDIUM,EUR
cd98567b-50f4-4ff3-841a-249c67928c2e,01/07/2020 10:40:00,10-y Bond Auction,LOW,GBP
de78e490-1d85-4b56-898c-9684149a87e7,01/07/2020 13:30:00,Goods and Services Trade Balance,MEDIUM,USD
e1cc872a-e8e2-410c-b272-74e81c6a0d29,01/07/2020 13:30:00,Exports,LOW,CAD
5af9e7b5-4b0b-46f9-a8ba-43c0c140dcd5,01/07/2020 13:30:00,Imports,LOW,CAD
48aa6b99-b02b-4096-9574-4e321c4f3f83,01/07/2020 13:30:00,International Merchandise Trade,MEDIUM,CAD
897aac54-5cbc-48e4-a2fb-d3e4b9ab40d0,01/07/2020 13:55:00,Redbook Index (MoM),LOW,USD
7973e94b-c6df-4c2f-a8f8-a1df1ec416eb,01/07/2020 13:55:00,Redbook Index (YoY),LOW,USD
14a8d261-3ad9-48d3-b34f-66498fdd34d9,01/07/2020 14:50:00,GDT Price Index,MEDIUM,NZD
dd60910f-ccdd-4b62-a98f-7ed81ce7674b,01/07/2020 15:00:00,Factory Orders (MoM),MEDIUM,USD
6def0675-eb83-4f80-a07e-f072b809018e,01/07/2020 15:00:00,ISM Services Employment Index,MEDIUM,USD
23946c62-f2cd-44b9-9d64-f9d9aa707015,01/07/2020 15:00:00,ISM Services New Orders Index,MEDIUM,USD
61b73587-20eb-4300-b019-008603aab00b,01/07/2020 15:00:00,ISM Services PMI,HIGH,USD
d12a2ed7-c75c-408e-a1f8-9f0d3f66b33f,01/07/2020 15:00:00,ISM Services Prices Paid,MEDIUM,USD
70d80c8d-cdc5-4085-92c4-558b4492b6bc,01/07/2020 15:00:00,Ivey Purchasing Managers Index,MEDIUM,CAD
6d333e38-0f51-4548-9157-31b020e70833,01/07/2020 15:00:00,Ivey Purchasing Managers Index s.a,MEDIUM,CAD
d7d4a42c-6fe3-47ee-83bf-a27c94c0e866,01/07/2020 18:00:00,3-Year Note Auction,LOW,USD
d2f05397-6488-4560-beea-96876ff49484,01/07/2020 21:30:00,API Weekly Crude Oil Stock,LOW,USD
bc49be3c-956d-42f3-b723-ffb52819c748,01/07/2020 21:30:00,AiG Performance of Construction Index,MEDIUM,AUD
b9c36841-bde2-4d1e-a151-0971db0fa224,01/07/2020 23:30:00,Labor Cash Earnings (YoY),LOW,JPY
c2c6714d-39b3-40ec-9203-85f32d5775ff,01/08/2020 00:30:00,Building Permits (MoM),MEDIUM,AUD
e3e2b66f-2ffd-448b-8629-d10e0a484713,01/08/2020 00:30:00,Building Permits (YoY),LOW,AUD
49312500-c851-4f75-a535-6cdd1d4a50f1,01/08/2020 05:00:00,Consumer Confidence Index,LOW,JPY
d844c35c-15f9-4234-aa9f-406c10da55bb,01/08/2020 07:00:00,Factory Orders n.s.a. (YoY),LOW,EUR
49b6f73f-c497-4a32-82b2-0fdf673db9b1,01/08/2020 07:00:00,Factory Orders s.a. (MoM),MEDIUM,EUR
a7aa3266-4f42-495d-bf6c-4359d5cfb6d2,01/08/2020 07:45:00,Consumer Confidence,LOW,EUR
9a77a3d4-6931-4b0c-b135-a8906f486de7,01/08/2020 07:45:00,Current Account,LOW,EUR
256b6061-4cea-42a5-be7b-03c36e96dfbb,01/08/2020 07:45:00,"Exports, EUR",LOW,EUR
650758a0-fb6d-418f-bc04-064e1d6db4eb,01/08/2020 07:45:00,"Imports, EUR",LOW,EUR
4fd76bea-0072-4893-8255-7fd71aaab693,01/08/2020 07:45:00,Trade Balance EUR,LOW,EUR
87893c9c-8682-4d0f-8632-20ea49dc8a9a,01/08/2020 08:30:00,Halifax House Prices (MoM),LOW,GBP
871d9271-9576-48c4-b3a2-2db16a82f35e,01/08/2020 08:30:00,Halifax House Prices (YoY/3m),LOW,GBP
0281fc23-eb3b-4408-96da-1c2508434772,01/08/2020 10:00:00,Business Climate,MEDIUM,EUR
8dbbb57e-9194-4b87-a402-9e5b04140e71,01/08/2020 10:00:00,Consumer Confidence,LOW,EUR
19755df0-92c5-490d-9587-a38ba88ce20a,01/08/2020 10:00:00,Economic Sentiment Indicator,LOW,EUR
6ec91e73-b909-4c3e-af75-56b7fa8ac0e0,01/08/2020 10:00:00,Industrial Confidence,LOW,EUR
fb40eacd-dc48-4cca-a235-e6f3718361a7,01/08/2020 10:00:00,Services Sentiment,LOW,EUR
3c82ec27-42ca-4ad5-822a-9fa218e8977b,01/08/2020 10:30:00,10-y Bond Auction,MEDIUM,EUR
4eb88b7e-6976-4275-b031-5a2427c36857,01/08/2020 12:00:00,MBA Mortgage Applications,LOW,USD
37274c4f-d76c-44bd-ba24-f03275309db6,01/08/2020 13:00:00,ECB's De Guindos speech,MEDIUM,EUR
52d0486c-913a-4149-bd36-3ca0996317a8,01/08/2020 13:15:00,ADP Employment Change,MEDIUM,USD
2935faa7-51b4-4d6b-b1b1-eef276ce4f50,01/08/2020 15:00:00,Fed's Brainard speech,MEDIUM,USD
f8cdf38e-5799-415e-a86a-c38cf291b47c,01/08/2020 15:30:00,EIA Crude Oil Stocks Change,LOW,USD
bebec654-2aef-474c-a0d8-c5bb96b12439,01/08/2020 18:00:00,10-Year Note Auction,LOW,USD
8063c06c-feae-40aa-9942-1e819afe9177,01/08/2020 20:00:00,Consumer Credit Change,LOW,USD
e6417961-e4cc-4121-906c-77f54c59244f,01/08/2020 23:50:00,Foreign Bond Investment,LOW,JPY
5233de8d-ccbb-404d-8987-f375c1490b4d,01/08/2020 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
0efb11be-3959-4790-9927-7baae757a331,01/08/2020 23:50:10,Foreign Bond Investment,LOW,JPY
158e5808-c266-41cb-952b-d7fece0a016e,01/08/2020 23:50:10,Foreign Investment in Japan Stocks,LOW,JPY
3b12df4b-a132-4620-ae31-116d0aa14a92,01/09/2020 00:00:00,ANZ Commodity Price,LOW,NZD
246ab3cc-e98e-4dcb-b615-5f479a862157,01/09/2020 00:01:00,BRC Like-For-Like Retail Sales (YoY),MEDIUM,GBP
dcf6f997-b5c6-49e8-b08e-450d74a259d1,01/09/2020 00:30:00,Exports (MoM),MEDIUM,AUD
01f7747a-dee1-45e2-bfde-c6b39fa12ad2,01/09/2020 00:30:00,Imports (MoM),MEDIUM,AUD
9bbce7a6-eb4d-46a3-a3bb-08ab08e0c54c,01/09/2020 00:30:00,Trade Balance (MoM),MEDIUM,AUD
f4982920-660f-45f4-939f-56f243762024,01/09/2020 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
10096e39-6ba4-497d-8aee-972f28a9d062,01/09/2020 01:30:00,Consumer Price Index (YoY),HIGH,CNY
5d34c564-df71-4216-875e-c0747256aed8,01/09/2020 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
70a17b76-6230-45a5-81d7-9f2c0f49b9b1,01/09/2020 07:00:00,Current Account n.s.a.,LOW,EUR
56e178c0-0bf2-46ad-bb90-0211d9c62650,01/09/2020 07:00:00,Exports (MoM),LOW,EUR
e35962f7-7ac7-4cd1-9e9f-a0c2eda555e2,01/09/2020 07:00:00,Imports (MoM),LOW,EUR
96f3ddfa-1a6b-40f9-9898-107e949c22c9,01/09/2020 07:00:00,Industrial Production n.s.a. w.d.a. (YoY),LOW,EUR
abba3afa-d099-4a28-8d57-a2eadb1b2311,01/09/2020 07:00:00,Industrial Production s.a. (MoM),MEDIUM,EUR
1e85797c-9576-41b8-a3c9-e65e5793f466,01/09/2020 07:00:00,Trade Balance s.a.,MEDIUM,EUR
d2b60d1d-f0d6-445e-91af-5484c0a174e1,01/09/2020 07:30:00,Real Retail Sales (YoY),MEDIUM,CHF
ada24c17-d030-4832-bd8b-162b6dc81b4d,01/09/2020 08:00:00,Foreign Currency Reserves,LOW,CHF
baefecbe-0eb0-49a3-812b-55e0fc667a75,01/09/2020 09:00:00,Unemployment,LOW,EUR
294229b2-79ca-4339-8964-334dc6304acc,01/09/2020 09:30:00,BoE's Governor Carney speech,HIGH,GBP
a8dadb44-6d1d-45e2-bc33-e5cdf0676379,01/09/2020 09:40:00,3-y Bond Auction,LOW,EUR
51fe5f4d-630a-4d97-b874-6b85e95fe83e,01/09/2020 09:40:00,5-y Bond Auction,LOW,EUR
97d3ec87-3c44-43bd-94cb-c951ed48c9e6,01/09/2020 10:00:00,10-y Bond Auction,LOW,EUR
a293b42a-c96d-4c33-9979-b2cc9b8735e3,01/09/2020 10:00:00,Unemployment Rate,MEDIUM,EUR
885b25d2-1873-4a54-95d4-4219bfcf2a2c,01/09/2020 13:00:00,Fed's Clarida speech,MEDIUM,USD
e9bea9f5-04b3-4b45-bb7d-97264f3720cc,01/09/2020 13:15:00,Housing Starts s.a (YoY),LOW,CAD
7fc131d8-374e-47e4-ac9a-d0d9b8cebbeb,01/09/2020 13:30:00,Continuing Jobless Claims,LOW,USD
5a4dee76-8c1c-452b-a881-f69ac3e2c92a,01/09/2020 13:30:00,Initial Jobless Claims,MEDIUM,USD
8ea49c0e-f3fc-4aa2-b70a-55648105670a,01/09/2020 13:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
9e1d0d37-f374-4adc-98e9-c4d7d1006a3d,01/09/2020 13:30:00,Building Permits (MoM),LOW,CAD
7db003a0-122e-4f5a-a8ad-a271e9d5adde,01/09/2020 14:30:00,Fed's Kashkari speech,MEDIUM,USD
e9c75942-818c-4763-bc12-9274f101e61f,01/09/2020 15:30:00,EIA Natural Gas Storage Change,LOW,USD
78a681b9-0724-44a8-a587-995b570dd67c,01/09/2020 15:45:00,ECB's Lane speech,MEDIUM,EUR
3692b20a-0d2c-4afe-a85b-4af0a18dd1f5,01/09/2020 16:30:00,4-Week Bill Auction,LOW,USD
d5b2504f-e5ff-4820-852d-4de8df55eb56,01/09/2020 16:30:00,Fed's Williams speech,MEDIUM,USD
0a9332d3-b009-4913-b73d-4c7f24925183,01/09/2020 18:00:00,30-Year Bond Auction,LOW,USD
0b49790f-c0c1-446a-9600-d48b71621924,01/09/2020 19:00:00,BoC's Governor Poloz speech,HIGH,CAD
32ba3791-7248-44ea-b914-d993e423071e,01/09/2020 19:10:00,German Buba President Weidmann speech,MEDIUM,EUR
227cf195-5b97-4394-8216-940cfd9b6621,01/09/2020 19:20:00,Fed's Evans speech,LOW,USD
2f3a4ea1-d737-48d9-82a8-327534a052d7,01/09/2020 21:30:00,AiG Performance of Services Index,LOW,AUD
ed49cd22-7a51-446d-9d75-94f58785bd3f,01/09/2020 21:45:00,Total Filled Jobs,MEDIUM,NZD
4d18424a-453b-4c19-8a5f-da99873abeca,01/09/2020 23:30:00,Overall Household Spending (YoY),MEDIUM,JPY
396c4201-6859-4a8b-a887-fcc195c8c3a9,01/09/2020 23:50:00,JP Foreign Reserves,LOW,JPY
90f17abb-e3e8-4290-abd3-1afff315163b,01/10/2020 00:30:00,Retail Sales s.a. (MoM),MEDIUM,AUD
8f57d4f7-38e9-474b-8865-7d52b408b930,01/10/2020 05:00:00,Coincident Index,LOW,JPY
80543855-8643-46d0-852d-b4241901b019,01/10/2020 05:00:00,Leading Economic Index,MEDIUM,JPY
d37cf63f-534f-48bb-a8c3-dad719c2c315,01/10/2020 06:45:00,Unemployment Rate s.a (MoM),MEDIUM,CHF
81dbee3f-8981-435d-80cb-a04bc1cd7430,01/10/2020 07:45:00,Industrial Output (MoM),LOW,EUR
98a28275-77ab-42f7-a8d1-2a5b502475b9,01/10/2020 08:00:00,Industrial Output Cal Adjusted (YoY),LOW,EUR
46a7d1c2-387b-4cc8-8848-2885d76642d3,01/10/2020 09:00:00,Industrial Output s.a. (MoM),LOW,EUR
dfb4c44a-cf1a-4242-afe3-ec664cede511,01/10/2020 09:00:00,Industrial Output w.d.a (YoY),LOW,EUR
e3a1109f-8257-48f3-bcfd-66bc2fc6e34e,01/10/2020 13:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
a6ac24d9-e0a4-4883-ac64-9ca04cb226bd,01/10/2020 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
d6c989d3-2762-4890-b634-f2989830b61e,01/10/2020 13:30:00,Average Weekly Hours,LOW,USD
2ebc066f-97b3-4329-b076-eb00ba1996bc,01/10/2020 13:30:00,Labor Force Participation Rate,MEDIUM,USD
25bc356b-32af-46f5-931f-a73a3e242229,01/10/2020 13:30:00,Nonfarm Payrolls,HIGH,USD
06fb304a-6664-4af9-b225-edabcf29189a,01/10/2020 13:30:00,U6 Underemployment Rate,LOW,USD
95cadbf7-8058-4c3d-9405-3c163378da1c,01/10/2020 13:30:00,Unemployment Rate,MEDIUM,USD
bdda405c-003e-42bf-a87a-8b633a959e3e,01/10/2020 13:30:00,Average Hourly Wages (YoY),MEDIUM,CAD
db4ef5cd-dd9f-4a47-a7bf-acfe282def7e,01/10/2020 13:30:00,Net Change in Employment,HIGH,CAD
67859d81-ec45-4563-a8fc-9733374e2648,01/10/2020 13:30:00,Participation Rate,MEDIUM,CAD
bb16138e-8445-46af-9eb0-7b2301402682,01/10/2020 13:30:00,Unemployment Rate,HIGH,CAD
84a4e959-bd10-464b-80f7-58a55c36982e,01/10/2020 15:00:00,Wholesale Inventories,LOW,USD
9f4d11c7-0b6e-45fb-a8d0-3af53dcf350a,01/10/2020 17:00:00,Grain Stock Report,LOW,USD
55c1567d-f254-49c3-9f00-ec43fa0bcfe2,01/10/2020 17:00:00,USDA WASDE Report,LOW,USD
9e2b31d1-0e10-4fc5-8dba-8d8b506a50fb,01/10/2020 18:00:00,Baker Hughes US Oil Rig Count,LOW,USD
e7e83561-446e-4d9c-a1a0-d951020bbd42,01/10/2020 20:30:00,CFTC Gold NC Net Positions,LOW,USD
26180dea-f8c3-4cc3-a3ca-fd4960a40f6a,01/10/2020 20:30:00,CFTC Oil NC Net Positions,LOW,USD
0ae8c1c3-1346-46ce-94c6-5731dd26c342,01/10/2020 20:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
31446607-788c-4405-8cfa-ddc6d552846d,01/10/2020 20:30:00,CFTC GBP NC Net Positions,LOW,GBP
64995618-10aa-4aec-9720-9e13eeb522dc,01/10/2020 20:30:00,CFTC JPY NC Net Positions,LOW,JPY
56fb8c45-0836-4318-8815-a338e01a007f,01/10/2020 20:30:00,CFTC EUR NC Net Positions,LOW,EUR
